"name","icc","icc_low","icc_up","icc_panel","icc_panel_low","icc_panel_up"
"log_morph_vol_dens_mvee",0.85798357235778,0.834610534681698,0.880193991025401,0.991791758776952,0.99018902668477,0.993240344580284
"log_morph_area_dens_mvee",0.814682490732331,0.785858840015387,0.842493575919297,0.988754300823284,0.986558478054462,0.990738935501197
"log_morph_vol_dens_conv_hull",0.855952659532408,0.832306927436794,0.878438298836211,0.99165576657519,0.990026480796276,0.99312835220595
"log_morph_area_dens_conv_hull",0.704822359164104,0.665501515622843,0.74425899557551,0.979489623691327,0.975484790324546,0.983109283388744
"log_morph_integ_int",0.9549923793632,0.946649648938476,0.962653490682381,0.997649101017059,0.997190067084814,0.998063986349887
"log_morph_moran_i",0.978453671452395,0.974349079684677,0.982191825887688,0.998900171162821,0.99868541980192,0.999094268338616
"log_morph_geary_c",0.970686886448226,0.965152721171446,0.97574082647401,0.998492360391936,0.998197980351483,0.998758427783651
"log_ih_mean_fbn_n32",0.95410734034569,0.945609412204787,0.961913406999179,0.997600765110584,0.997132293162763,0.998024180737053
"log_ih_var_fbn_n32",0.971374232668874,0.965965518901552,0.97631240895899,0.998528700407628,0.9982414160784,0.998788354533773
"log_ih_skew_fbn_n32",0.977552078648047,0.973280183655496,0.981443838783857,0.998853146682993,0.998629213374231,0.99905554271259
"log_ih_kurt_fbn_n32",0.946527889062141,0.936714701896821,0.955566273638436,0.997183310854357,0.996633327250714,0.997680398573627
"log_ih_median_fbn_n32",0.958148298671731,0.950361739563423,0.965290719985638,0.99782077070259,0.99739525680305,0.998205359865682
"log_ih_min_fbn_n32",1,1,1,1,1,1
"log_ih_p10_fbn_n32",0.92260936836242,0.90880728982486,0.935429422774497,0.995823400206835,0.995007881955993,0.996560484193791
"log_ih_p90_fbn_n32",0.95153083292184,0.942583023538154,0.95975762995818,0.997459565540958,0.996963523121522,0.997907899988212
"log_ih_max_fbn_n32",1,1,1,1,1,1
"log_ih_mode_fbn_n32",0.963467049698837,0.95662758871385,0.96972895566245,0.998107676948135,0.997738184044407,0.998441633058069
"log_ih_iqr_fbn_n32",0.903483848355921,0.886667247957622,0.91920965890949,0.994687045821153,0.993649644271254,0.995624672992199
"log_ih_range_fbn_n32",1,1,1,1,1,1
"log_ih_mad_fbn_n32",0.980210121369878,0.976432486563943,0.983648375290969,0.998991546759624,0.998794637296574,0.999169518021389
"log_ih_rmad_fbn_n32",0.979654689052177,0.975773516254289,0.983187871894651,0.998962685184765,0.998760140242567,0.999145749921059
"log_ih_medad_fbn_n32",0.97950652345558,0.975597754003512,0.983065014735166,0.998954980902127,0.998750931630231,0.999139405285896
